wavelength_100s,photons_100s,wavelength_1000s,photons_1000s
1.109000000000000000e+03,2.798145211528719301e+04,1.109000000000000000e+03,2.798145211528719519e+05
1.111000000000000000e+03,3.057335642784780430e+04,1.111000000000000000e+03,3.057335642784780939e+05
1.113000000000000000e+03,2.902220799695876485e+04,1.113000000000000000e+03,2.902220799695876194e+05
1.115000000000000000e+03,3.008052574831754828e+04,1.115000000000000000e+03,3.008052574831754901e+05
1.117000000000000000e+03,2.973485596739118409e+04,1.117000000000000000e+03,2.973485596739118919e+05
1.119000000000000000e+03,2.500251303478565387e+04,1.119000000000000000e+03,2.500251303478565533e+05
1.121000000000000000e+03,2.974804996274662699e+04,1.121000000000000000e+03,2.974804996274662553e+05
1.123000000000000000e+03,2.477838684586561067e+04,1.123000000000000000e+03,2.477838684586561285e+05
1.125000000000000000e+03,2.819687353722725675e+04,1.125000000000000000e+03,2.819687353722726111e+05
1.127000000000000000e+03,2.964959178398180666e+04,1.127000000000000000e+03,2.964959178398181102e+05
1.129000000000000000e+03,2.031538209055809784e+04,1.129000000000000000e+03,2.031538209055810003e+05
1.131000000000000000e+03,2.778319134429082624e+04,1.131000000000000000e+03,2.778319134429082624e+05
1.133000000000000000e+03,2.381604460391444445e+04,1.133000000000000000e+03,2.381604460391444445e+05
1.135000000000000000e+03,1.840859052241304016e+04,1.135000000000000000e+03,1.840859052241304016e+05
1.137000000000000000e+03,2.750318856419443182e+04,1.137000000000000000e+03,2.750318856419443036e+05
1.139000000000000000e+03,2.804209533574652232e+04,1.139000000000000000e+03,2.804209533574652160e+05
1.141000000000000000e+03,2.882944994319527541e+04,1.141000000000000000e+03,2.882944994319527759e+05
1.143000000000000000e+03,2.865215121779754190e+04,1.143000000000000000e+03,2.865215121779753827e+05
1.145000000000000000e+03,2.624567386409962273e+04,1.145000000000000000e+03,2.624567386409962201e+05
1.147000000000000000e+03,2.913180589775770204e+04,1.147000000000000000e+03,2.913180589775769622e+05
1.149000000000000000e+03,2.828847133227714221e+04,1.149000000000000000e+03,2.828847133227714221e+05
1.151000000000000000e+03,2.734774198502115178e+04,1.151000000000000000e+03,2.734774198502115323e+05
1.153000000000000000e+03,2.400110348147723562e+04,1.153000000000000000e+03,2.400110348147723416e+05
1.155000000000000000e+03,2.507873445611104034e+04,1.155000000000000000e+03,2.507873445611104253e+05
1.157000000000000000e+03,2.481824817052869184e+04,1.157000000000000000e+03,2.481824817052869184e+05
1.159000000000000000e+03,2.380053008202388810e+04,1.159000000000000000e+03,2.380053008202388592e+05
1.161000000000000000e+03,2.412013500551067409e+04,1.161000000000000000e+03,2.412013500551067409e+05
