wavelength_100s,snr_100s,wavelength_1000s,snr_1000s
1.295000000000000000e+03,1.092902100788892739e+02,1.295000000000000000e+03,3.456059898075805563e+02
1.297000000000000000e+03,1.014205451582276112e+02,1.297000000000000000e+03,3.207199242359614573e+02
1.299000000000000000e+03,1.064482925334746000e+02,1.299000000000000000e+03,3.366190574416752384e+02
1.301000000000000000e+03,1.015700009433264910e+02,1.301000000000000000e+03,3.211925449263625865e+02
1.303000000000000000e+03,9.376646347355020339e+01,1.303000000000000000e+03,2.965155927154021356e+02
1.305000000000000000e+03,9.502104369282814389e+01,1.305000000000000000e+03,3.004829237157138664e+02
1.307000000000000000e+03,9.622324610128809752e+01,1.307000000000000000e+03,3.042846215349874228e+02
1.309000000000000000e+03,9.881861112798401336e+01,1.309000000000000000e+03,3.124918863788902286e+02
1.311000000000000000e+03,9.195660963475921790e+01,1.311000000000000000e+03,2.907923323528233936e+02
1.313000000000000000e+03,9.401806773381913729e+01,1.313000000000000000e+03,2.973112352468538120e+02
1.315000000000000000e+03,9.608079770723394120e+01,1.315000000000000000e+03,3.038341601607431812e+02
1.317000000000000000e+03,9.541125485514318427e+01,1.317000000000000000e+03,3.017168797570510606e+02
1.319000000000000000e+03,8.931630494941902043e+01,1.319000000000000000e+03,2.824429558303342560e+02
1.321000000000000000e+03,9.200860337716513015e+01,1.321000000000000000e+03,2.909567510029022515e+02
1.323000000000000000e+03,9.397592500792060832e+01,1.323000000000000000e+03,2.971779682462062624e+02
1.325000000000000000e+03,9.493029342005934268e+01,1.325000000000000000e+03,3.001959461554829431e+02
1.327000000000000000e+03,1.005105496454647920e+02,1.327000000000000000e+03,3.178422657550980830e+02
1.329000000000000000e+03,9.734131718630062835e+01,1.329000000000000000e+03,3.078202727496028501e+02
1.331000000000000000e+03,9.544947657345470304e+01,1.331000000000000000e+03,3.018377474430008647e+02
1.333000000000000000e+03,9.790364849661708035e+01,1.333000000000000000e+03,3.095985204898296956e+02
1.335000000000000000e+03,8.223226097964827375e+01,1.335000000000000000e+03,2.600412418410776354e+02
1.337000000000000000e+03,9.603168990603825250e+01,1.337000000000000000e+03,3.036788676580820265e+02
1.339000000000000000e+03,9.538992991415696565e+01,1.339000000000000000e+03,3.016494443725659949e+02
1.341000000000000000e+03,9.457895796681630429e+01,1.341000000000000000e+03,2.990849259004673968e+02
1.343000000000000000e+03,9.122272321252944494e+01,1.343000000000000000e+03,2.884715797147052854e+02
